house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent,rent_per_sqft
"2 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bengaluru,1185.0,2,2,0,Unfurnished,30.0,35000.0,29.54
"2 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bengaluru,1000.0,2,2,2,Semi-Furnished,40.0,40000.0,40.0
"2 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bengaluru,945.0,2,2,2,Semi-Furnished,47.0,44000.0,46.56
"2 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bengaluru,1000.0,2,2,2,Semi-Furnished,45.0,45000.0,45.0
"3 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bengaluru,1450.0,3,2,2,Semi-Furnished,32.0,47000.0,32.41
"3 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bengaluru,1300.0,3,3,2,Semi-Furnished,38.0,50000.0,38.46
"3 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bengaluru,1880.0,3,3,2,Unfurnished,35.0,65000.0,34.57
"3 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bengaluru,1350.0,3,3,4,Semi-Furnished,58.0,78000.0,57.78
"3 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bengaluru,2380.0,3,4,3,Semi-Furnished,33.0,78000.0,32.77
"3 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bengaluru,2200.0,3,3,0,Unfurnished,36.0,80000.0,36.36
"4 BHK Villa for Rent in Bellandur, Outer Ring Road Bangalore",Bellandur,Bengaluru,3400.0,4,5,2,Semi-Furnished,68.0,230000.0,67.65
"5 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bengaluru,4800.0,5,6,7,Semi-Furnished,47.0,230000.0,47.92
"3 BHK Flat for Rent in Bellandur Lake Road, Bangalore",Bellandur Lake Road,Bengaluru,2000.0,3,3,0,Furnished,29.0,58000.0,29.0
"2 BHK Flat for Rent in Kasavanahalli Village, Bangalore",Bellandur-Marathahalli,Bengaluru,800.0,2,2,0,Semi-Furnished,31.0,25000.0,31.25
"3 BHK Flat for Rent in Bellary Road, Bangalore",Bellary Road,Bengaluru,1350.0,3,2,2,Semi-Furnished,21.0,28000.0,20.74
"3 BHK Flat for Rent in Bellary Road, Bangalore",Bellary Road,Bengaluru,2636.0,3,4,2,Unfurnished,19.0,50000.0,18.97
"3 BHK House for Rent in Beml Layout-Brookefield, Brookefield Bangalore",Beml Layout-Brookefield,Bengaluru,1400.0,3,2,2,Semi-Furnished,25.0,35000.0,25.0
"3 BHK House for Rent in Beml Layout-Brookefield, Brookefield Bangalore",Beml Layout-Brookefield,Bengaluru,1600.0,3,2,0,Furnished,31.0,50000.0,31.25
"3 BHK Flat for Rent in Beml Layout-Brookefield, Brookefield, Bangalore",Beml Layout-Brookefield,Bengaluru,1605.0,3,3,3,Semi-Furnished,31.0,50000.0,31.15
1 BHK House for Rent in Bengaluru Kanakapura Road Bangalore,Bengaluru Kanakapura Road,Bengaluru,800.0,1,1,0,Unfurnished,22.0,18000.0,22.5
"4 BHK Flat for Rent in Bengaluru Main Road, Bangalore",Bengaluru Main Road,Bengaluru,2400.0,4,3,0,Semi-Furnished,17.0,40000.0,16.67
"3 BHK Flat for Rent in Benson Town, Bangalore",Benson Town,Bengaluru,1600.0,3,3,3,Semi-Furnished,36.0,58000.0,36.25
"3 BHK Flat for Rent in Benson Town, Bangalore",Benson Town,Bengaluru,2200.0,3,3,2,Semi-Furnished,45.0,100000.0,45.45
"4 BHK Flat for Rent in Benson Town, Bangalore",Benson Town,Bengaluru,3300.0,4,4,3,Furnished,68.0,230000.0,69.7
1 BHK House for Rent in Bettadasanapura Bangalore,Bettadasanapura,Bengaluru,350.0,1,1,0,Unfurnished,9.0,3000.0,8.57
1 BHK House for Rent in Bettadasanapura Bangalore,Bettadasanapura,Bengaluru,550.0,1,1,0,Semi-Furnished,17.0,9500.0,17.27
"1 BHK Flat for Rent in Bhavani Nagar SG Palya, Bangalore",Bhavani Nagar,Bengaluru,600.0,1,1,0,Furnished,45.0,26999.0,45.0
2 BHK House for Rent in Bhavani Nagar Shakti Farm Bangalore,Bhavani Nagar Shakti Farm,Bengaluru,1100.0,2,2,0,Unfurnished,14.0,15000.0,13.64
2 BHK House for Rent in Bhoganhalli Bangalore,Bhoganhalli,Bengaluru,1400.0,2,3,0,Semi-Furnished,18.0,25000.0,17.86
"2 BHK Flat for Rent in Bhoganhalli, Bangalore",Bhoganhalli,Bengaluru,1000.0,2,2,0,Semi-Furnished,60.0,60000.0,60.0
"3 BHK Flat for Rent in Bhoganhalli, Bangalore",Bhoganhalli,Bengaluru,1800.0,3,3,2,Semi-Furnished,43.0,77000.0,42.78
"3 BHK Flat for Rent in Bhoganhalli, Bangalore",Bhoganhalli,Bengaluru,1086.0,3,3,0,Unfurnished,72.0,78000.0,71.82
4 BHK House for Rent in Bhuvaneswari Nagar Hebbal Kempapura Bangalore,Bhuvaneshwari Nagar,Bengaluru,2400.0,4,4,3,Furnished,42.0,100000.0,41.67
4 BHK House for Rent in Bhyraveshwara Nagar Govindaraja Nagar Ward Bangalore,Bhyraveshwara Nagar,Bengaluru,950.0,4,4,0,Unfurnished,37.0,35000.0,36.84
3 BHK House for Rent in Bidarahalli Bangalore,Bidarahalli,Bengaluru,1100.0,3,2,3,Semi-Furnished,35.0,38000.0,34.55
1 BHK House for Rent in Bidare Agraha Bangalore,Bidare Agrahara,Bengaluru,500.0,1,1,0,Semi-Furnished,15.0,7500.0,15.0
1 BHK House for Rent in Bidare Agraha Bangalore,Bidare Agrahara,Bengaluru,600.0,1,1,0,Semi-Furnished,13.0,8000.0,13.33
"2 BHK Flat for Rent in Bidare Agraha, Bangalore",Bidare Agrahara,Bengaluru,650.0,2,2,2,Semi-Furnished,27.0,17500.0,26.92
"2 BHK Flat for Rent in Bidare Agraha, Bangalore",Bidare Agrahara,Bengaluru,700.0,2,2,2,Semi-Furnished,26.0,18500.0,26.43
"2 BHK Flat for Rent in Bidare Agraha, Bangalore",Bidare Agrahara,Bengaluru,750.0,2,2,0,Furnished,27.0,20000.0,26.67
"2 BHK Flat for Rent in Bikasipura, kanakapura Road, Bangalore",Bikasipura,Bengaluru,800.0,2,2,0,Semi-Furnished,31.0,25000.0,31.25
"2 BHK Flat for Rent in Bilekahalli, Bangalore",Bilekahalli,Bengaluru,1160.0,2,2,3,Semi-Furnished,22.0,26000.0,22.41
2 BHK House for Rent in Bilekahalli Bangalore,Bilekahalli,Bengaluru,950.0,2,2,0,Semi-Furnished,29.0,28000.0,29.47
"3 BHK Flat for Rent in Bilekahalli, Bangalore",Bilekahalli,Bengaluru,1100.0,3,2,0,Semi-Furnished,45.0,50000.0,45.45
1 BHK House for Rent in Bileshivale Bangalore,Bileshivale,Bengaluru,750.0,1,1,0,Unfurnished,11.0,8500.0,11.33
3 BHK House for Rent in Binnamangala Stage 1 Indiranagar Bangalore,Binnamangala Stage 1 Indiranagar,Bengaluru,2400.0,3,3,0,Semi-Furnished,35.0,85000.0,35.42
"3 BHK Flat for Rent in Binnamangala Stage 1 Indiranagar, Bangalore",Binnamangala Stage 1 Indiranagar,Bengaluru,1800.0,3,3,0,Semi-Furnished,64.0,120000.0,66.67
"2 BHK Flat for Rent in Binny Pete, Bangalore",Binny Pete,Bengaluru,975.0,2,2,2,Furnished,51.0,50000.0,51.28
"3 BHK Flat for Rent in Block 1st JayaNagar, Bangalore",Block 1St Jayanagar,Bengaluru,2000.0,3,4,0,Semi-Furnished,50.0,100000.0,50.0
2 BHK House for Rent in Block 1st Koramangala Bangalore,Block 1St Koramangala,Bengaluru,800.0,2,2,0,Unfurnished,31.0,25000.0,31.25
"2 BHK Flat for Rent in Block 1st Koramangala, Bangalore",Block 1St Koramangala,Bengaluru,850.0,2,2,0,Semi-Furnished,35.0,30000.0,35.29
"2 BHK Flat for Rent in Block 1st Koramangala, Bangalore",Block 1St Koramangala,Bengaluru,1380.0,2,2,0,Furnished,51.0,70000.0,50.72
"4 BHK Flat for Rent in Block 1st Koramangala, Bangalore",Block 1St Koramangala,Bengaluru,2100.0,4,4,3,Furnished,71.0,150000.0,71.43
"3 BHK Flat for Rent in Block 2nd JayaNagar East, Bangalore",Block 2Nd Jayanagar East,Bengaluru,1650.0,3,3,0,Semi-Furnished,39.0,65000.0,39.39
"4 BHK Flat for Rent in Block 2nd JayaNagar East, Bangalore",Block 2Nd Jayanagar East,Bengaluru,2600.0,4,3,0,Semi-Furnished,21.0,55000.0,21.15
"2 BHK Flat for Rent in Block 2nd Koramangala, Bangalore",Block 2Nd Koramangala,Bengaluru,1500.0,2,1,2,Semi-Furnished,33.0,50000.0,33.33
1 BHK House for Rent in Block 3rd Jayanagar East Bangalore,Block 3Rd Jayanagar East,Bengaluru,400.0,1,1,0,Unfurnished,26.0,10500.0,26.25
"2 BHK Flat for Rent in Block 3rd Jayanagar East, Bangalore",Block 3Rd Jayanagar East,Bengaluru,1000.0,2,2,0,Semi-Furnished,42.0,42000.0,42.0
4 BHK House for Rent in Block 3rd Koramangala Bangalore,Block 3Rd Koramangala,Bengaluru,4800.0,4,4,4,Semi-Furnished,63.0,300000.0,62.5
2 BHK House for Rent in Block 3rd Narayana Nagar Bangalore,Block 3Rd Narayana Nagar,Bengaluru,1100.0,2,2,0,Semi-Furnished,20.0,22000.0,20.0
1 BHK House for Rent in Block 4th Jayanagar Bangalore,Block 4Th Jayanagar,Bengaluru,650.0,1,1,0,Semi-Furnished,18.0,12000.0,18.46
2 BHK House for Rent in Block 4th Jayanagar Bangalore,Block 4Th Jayanagar,Bengaluru,1100.0,2,3,0,Semi-Furnished,41.0,45000.0,40.91
3 BHK House for Rent in Block 4th Jayanagar Bangalore,Block 4Th Jayanagar,Bengaluru,1800.0,3,2,0,Unfurnished,22.0,40000.0,22.22
"3 BHK Flat for Rent in Block 4th Jayanagar, Bangalore",Block 4Th Jayanagar,Bengaluru,1800.0,3,3,2,Furnished,39.0,70000.0,38.89
"2 BHK Flat for Rent in Block 5th Jayanagar, Bangalore",Block 5Th Jayanagar,Bengaluru,1200.0,2,2,0,Semi-Furnished,50.0,60000.0,50.0
"4 BHK Flat for Rent in Block 5th Jayanagar, Bangalore",Block 5Th Jayanagar,Bengaluru,3000.0,4,4,3,Semi-Furnished,67.0,200000.0,66.67
"3 BHK Flat for Rent in Block 5th Koramangala, Bangalore",Block 5Th Koramangala,Bengaluru,1620.0,3,3,2,Semi-Furnished,31.0,50000.0,30.86
"1 BHK Flat for Rent in Block 6th Koramangala, Bangalore",Block 6Th Koramangala,Bengaluru,500.0,1,1,0,Semi-Furnished,42.0,21000.0,42.0
2 BHK House for Rent in Block 6th Koramangala Bangalore,Block 6Th Koramangala,Bengaluru,1000.0,2,2,0,Semi-Furnished,32.0,32000.0,32.0
"3 BHK Flat for Rent in Block 7th Jayanagar, Bangalore",Block 7Th Jayanagar,Bengaluru,1650.0,3,3,0,Unfurnished,30.0,50000.0,30.3
4 BHK House for Rent in Block 7th Jayanagar Bangalore,Block 7Th Jayanagar,Bengaluru,3800.0,4,3,3,Furnished,46.0,180000.0,47.37
1 BHK House for Rent in Bommanahalli Bangalore,Bommanahalli,Bengaluru,400.0,1,1,0,Unfurnished,19.0,7500.0,18.75
1 BHK House for Rent in Bommanahalli Bangalore,Bommanahalli,Bengaluru,350.0,1,1,0,Semi-Furnished,34.0,12000.0,34.29
"3 BHK Flat for Rent in Bommanahalli, Bangalore",Bommanahalli,Bengaluru,1450.0,3,3,2,Semi-Furnished,24.0,35000.0,24.14
"3 BHK Flat for Rent in Bommanahalli, Bangalore",Bommanahalli,Bengaluru,1850.0,3,3,2,Furnished,46.0,85000.0,45.95
"3 BHK Flat for Rent in Bommanahalli, Bangalore",Bommanahalli,Bengaluru,1600.0,3,2,2,Furnished,56.0,90000.0,56.25
"1 BHK Flat for Rent in Bommasandra, Bangalore",Bommasandra,Bengaluru,500.0,1,1,0,Semi-Furnished,13.0,6500.0,13.0
"3 BHK Flat for Rent in Bommasandra, Bangalore",Bommasandra,Bengaluru,1050.0,3,2,3,Semi-Furnished,19.0,20000.0,19.05
"3 BHK Flat for Rent in Bommasandra, Bangalore",Bommasandra,Bengaluru,1400.0,3,2,3,Furnished,25.0,35000.0,25.0
3 BHK House for Rent in Bommasandra Bangalore,Bommasandra,Bengaluru,1300.0,3,2,0,Semi-Furnished,31.0,40000.0,30.77
4 BHK Villa for Rent in Bommasandra Bangalore,Bommasandra,Bengaluru,2200.0,4,4,0,Semi-Furnished,18.0,40000.0,18.18
5 BHK Villa for Rent in Bommasandra Bangalore,Bommasandra,Bengaluru,4400.0,5,3,0,Semi-Furnished,17.0,75000.0,17.05
"2 BHK Flat for Rent in Bommasandra Jigani Link Road, Bangalore",Bommasandra Jigani Link Road,Bengaluru,950.0,2,2,2,Semi-Furnished,22.0,21000.0,22.11
"2 BHK Flat for Rent in Bommasandra Jigani Link Road, Bangalore",Bommasandra Jigani Link Road,Bengaluru,1044.0,2,2,0,Semi-Furnished,29.0,30000.0,28.74
"2 BHK Flat for Rent in Bommasandra Jigani Link Road, Bangalore",Bommasandra Jigani Link Road,Bengaluru,830.0,2,2,0,Semi-Furnished,36.0,30000.0,36.14
1 BHK House for Rent in Borewell Road Bangalore,Borewell Road,Bengaluru,400.0,1,1,0,Furnished,48.0,19000.0,47.5
"3 BHK Flat for Rent in Brigade Metropolis, Mahadevapura, Bangalore",Brigade Metropolis,Bengaluru,1700.0,3,3,2,Semi-Furnished,38.0,65000.0,38.24
"4 BHK Flat for Rent in Brigade Metropolis, Mahadevapura, Bangalore",Brigade Metropolis,Bengaluru,2300.0,4,4,3,Semi-Furnished,57.0,130000.0,56.52
2 BHK House for Rent in Brindavan Nagar Mathikere Bangalore,Brindavan Nagar Mathikere,Bengaluru,1200.0,2,3,0,Semi-Furnished,25.0,30000.0,25.0
"2 BHK Flat for Rent in Brookefield, Bangalore",Brookefield,Bengaluru,800.0,2,2,0,Semi-Furnished,38.0,30000.0,37.5
"3 BHK Flat for Rent in Brookefield, Bangalore",Brookefield,Bengaluru,1700.0,3,3,3,Semi-Furnished,41.0,70000.0,41.18
1 BHK House for Rent in Btm Layout Bangalore,Btm Layout,Bengaluru,500.0,1,1,0,Semi-Furnished,25.0,12500.0,25.0
1 BHK House for Rent in Btm Layout Bangalore,Btm Layout,Bengaluru,500.0,1,1,0,Unfurnished,30.0,15000.0,30.0
"2 BHK Flat for Rent in Btm Layout, Bangalore",Btm Layout,Bengaluru,1000.0,2,2,0,Semi-Furnished,25.0,25000.0,25.0
"2 BHK Flat for Rent in Btm Layout, Bangalore",Btm Layout,Bengaluru,1360.0,2,2,0,Unfurnished,19.0,26000.0,19.12
4 BHK House for Rent in Btm Layout Bangalore,Btm Layout,Bengaluru,3500.0,4,4,2,Semi-Furnished,57.0,200000.0,57.14
"4 BHK Flat for Rent in Btm Layout, Bangalore",Btm Layout,Bengaluru,4500.0,4,4,3,Furnished,46.0,210000.0,46.67
"1 BHK Flat for Rent in Stage 1 BTM Layout, Bangalore",Btm Layout Stage 1,Bengaluru,650.0,1,1,0,Semi-Furnished,28.0,18000.0,27.69
"1 BHK Flat for Rent in Stage 1 BTM Layout, Bangalore",Btm Layout Stage 1,Bengaluru,530.0,1,1,0,Furnished,57.0,30000.0,56.6
"2 BHK Flat for Rent in Stage 1 BTM Layout, Bangalore",Btm Layout Stage 1,Bengaluru,1000.0,2,2,0,Semi-Furnished,18.0,18000.0,18.0
"4 BHK Flat for Rent in Stage 1 BTM Layout, Bangalore",Btm Layout Stage 1,Bengaluru,3300.0,4,4,3,Furnished,29.0,95000.0,28.79
"1 BHK Flat for Rent in Stage 2nd BTM Layout, Bangalore",Btm Layout Stage 2,Bengaluru,400.0,1,1,0,Semi-Furnished,33.0,13100.0,32.75
2 BHK House for Rent in Stage 2nd BTM Layout Bangalore,Btm Layout Stage 2,Bengaluru,600.0,2,2,0,Unfurnished,23.0,14000.0,23.33
"2 BHK Flat for Rent in Stage 2nd BTM Layout, Bangalore",Btm Layout Stage 2,Bengaluru,1150.0,2,2,0,Semi-Furnished,23.0,27000.0,23.48
"2 BHK Flat for Rent in Stage 2nd BTM Layout, Bangalore",Btm Layout Stage 2,Bengaluru,600.0,2,2,0,Semi-Furnished,47.0,28000.0,46.67
2 BHK House for Rent in Stage 2nd BTM Layout Bangalore,Btm Layout Stage 2,Bengaluru,1800.0,2,2,0,Unfurnished,20.0,36000.0,20.0
"3 BHK Flat for Rent in Stage 2nd BTM Layout, Bangalore",Btm Layout Stage 2,Bengaluru,2000.0,3,2,0,Furnished,50.0,100000.0,50.0
"2 BHK Flat for Rent in Budigere, Bangalore",Budigere,Bengaluru,965.0,2,2,0,Semi-Furnished,29.0,28000.0,29.02
"2 BHK Flat for Rent in Budigere, Bangalore",Budigere,Bengaluru,840.0,2,2,2,Semi-Furnished,36.0,30000.0,35.71
"2 BHK Flat for Rent in Budigere, Bangalore",Budigere,Bengaluru,1152.0,2,2,0,Semi-Furnished,26.0,30000.0,26.04
"2 BHK Flat for Rent in Budigere, Bangalore",Budigere,Bengaluru,1065.0,2,2,2,Semi-Furnished,28.0,30000.0,28.17
"2 BHK Flat for Rent in Budigere, Bangalore",Budigere,Bengaluru,1153.0,2,2,2,Semi-Furnished,29.0,34000.0,29.49
"3 BHK Flat for Rent in Budigere, Bangalore",Budigere,Bengaluru,1250.0,3,3,2,Semi-Furnished,24.0,30000.0,24.0
"3 BHK Flat for Rent in Budigere, Bangalore",Budigere,Bengaluru,1350.0,3,3,2,Semi-Furnished,28.0,38000.0,28.15
4 BHK Villa for Rent in Budigere Bangalore,Budigere,Bengaluru,1632.0,4,3,0,Semi-Furnished,28.0,45000.0,27.57
4 BHK Villa for Rent in Budigere Bangalore,Budigere,Bengaluru,1650.0,4,3,0,Semi-Furnished,30.0,50000.0,30.3
4 BHK Villa for Rent in Budigere Bangalore,Budigere,Bengaluru,3694.0,4,4,2,Semi-Furnished,22.0,80000.0,21.66
1 BHK House for Rent in Budigere Road Bangalore,Budigere Road,Bengaluru,800.0,1,1,0,Semi-Furnished,15.0,12000.0,15.0
1 BHK House for Rent in Byatarayanapura New Extension Bangalore,Byatarayanapura New Extension,Bengaluru,750.0,1,1,0,Semi-Furnished,13.0,10000.0,13.33
"2 BHK Flat for Rent in Byrappa Layout RMV, Bangalore",Byrappa Layout Rmv 2Nd Stage,Bengaluru,1200.0,2,2,0,Semi-Furnished,17.0,20000.0,16.67
1 BHK House for Rent in Byrathi Bangalore,Byrathi,Bengaluru,700.0,1,1,0,Semi-Furnished,14.0,10000.0,14.29
2 BHK House for Rent in Byrathi Bangalore,Byrathi,Bengaluru,800.0,2,2,0,Semi-Furnished,13.0,10000.0,12.5
2 BHK House for Rent in Byrathi Bangalore,Byrathi,Bengaluru,1200.0,2,2,0,Unfurnished,12.0,14000.0,11.67
"2 BHK Flat for Rent in Byrathi, Bangalore",Byrathi,Bengaluru,950.0,2,2,0,Semi-Furnished,22.0,21000.0,22.11
"3 BHK Flat for Rent in Byrathi, Bangalore",Byrathi,Bengaluru,1640.0,3,2,0,Semi-Furnished,23.0,38000.0,23.17
4 BHK House for Rent in Byrathi Bangalore,Byrathi,Bengaluru,1700.0,4,3,0,Unfurnished,13.0,22000.0,12.94
1 BHK House for Rent in CV Raman Nagar Bangalore,C V Raman Nagar,Bengaluru,600.0,1,1,0,Furnished,16.0,9500.0,15.83
1 BHK House for Rent in CV Raman Nagar Bangalore,C V Raman Nagar,Bengaluru,750.0,1,1,0,Semi-Furnished,13.0,9500.0,12.67
"2 BHK Flat for Rent in CV Raman Nagar, Bangalore",C V Raman Nagar,Bengaluru,1090.0,2,2,0,Semi-Furnished,24.0,26000.0,23.85
2 BHK House for Rent in CV Raman Nagar Bangalore,C V Raman Nagar,Bengaluru,900.0,2,2,0,Semi-Furnished,31.0,28000.0,31.11
"2 BHK Flat for Rent in CV Raman Nagar, Bangalore",C V Raman Nagar,Bengaluru,1150.0,2,2,0,Semi-Furnished,30.0,35000.0,30.43
"2 BHK Flat for Rent in CV Raman Nagar, Bangalore",C V Raman Nagar,Bengaluru,750.0,2,3,0,Furnished,48.0,36000.0,48.0
"2 BHK Flat for Rent in CV Raman Nagar, Bangalore",C V Raman Nagar,Bengaluru,1250.0,2,2,0,Semi-Furnished,32.0,40000.0,32.0
"2 BHK Flat for Rent in CV Raman Nagar, Bangalore",C V Raman Nagar,Bengaluru,1300.0,2,2,0,Semi-Furnished,31.0,40000.0,30.77
"2 BHK Flat for Rent in CV Raman Nagar, Bangalore",C V Raman Nagar,Bengaluru,1392.0,2,2,2,Semi-Furnished,45.0,62000.0,44.54
"3 BHK Flat for Rent in CV Raman Nagar, Bangalore",C V Raman Nagar,Bengaluru,1500.0,3,2,3,Unfurnished,27.0,40000.0,26.67
"3 BHK Flat for Rent in CV Raman Nagar, Bangalore",C V Raman Nagar,Bengaluru,1900.0,3,3,3,Semi-Furnished,37.0,70000.0,36.84
"3 BHK Flat for Rent in CV Raman Nagar, Bangalore",C V Raman Nagar,Bengaluru,1659.0,3,3,0,Semi-Furnished,45.0,75000.0,45.21
"3 BHK Flat for Rent in Cambridge Layout, Jogupalya, Bangalore",Cambridge Layout,Bengaluru,2000.0,3,3,2,Unfurnished,63.0,130000.0,65.0
2 BHK House for Rent in Canara Bank Layout Bangalore,Canara Bank Layout,Bengaluru,900.0,2,2,0,Semi-Furnished,23.0,20500.0,22.78
1 BHK House for Rent in Chamrajpet Bangalore,Chamrajpet,Bengaluru,150.0,1,1,0,Unfurnished,30.0,4500.0,30.0
1 BHK House for Rent in Chandapura Bangalore,Chandapura,Bengaluru,300.0,1,1,0,Unfurnished,18.0,5500.0,18.33
"2 BHK Flat for Rent in Chandapura, Bangalore",Chandapura,Bengaluru,800.0,2,1,0,Furnished,13.0,10500.0,13.12
2 BHK House for Rent in Chandapura Bangalore,Chandapura,Bengaluru,800.0,2,2,0,Semi-Furnished,18.0,14000.0,17.5
"2 BHK Flat for Rent in Chandapura, Bangalore",Chandapura,Bengaluru,942.0,2,2,0,Furnished,21.0,20000.0,21.23
"2 BHK Flat for Rent in Chandapura, Bangalore",Chandapura,Bengaluru,900.0,2,2,0,Furnished,23.0,21000.0,23.33
"2 BHK Flat for Rent in Chandapura, Bangalore",Chandapura,Bengaluru,1034.0,2,2,2,Furnished,21.0,22000.0,21.28
"2 BHK Flat for Rent in Chandapura, Bangalore",Chandapura,Bengaluru,977.0,2,2,0,Unfurnished,26.0,25000.0,25.59
"3 BHK Flat for Rent in Chandapura, Bangalore",Chandapura,Bengaluru,1162.0,3,2,0,Semi-Furnished,30.0,35000.0,30.12
"3 BHK Flat for Rent in Channasandra, Bangalore",Channasandra,Bengaluru,1704.0,3,3,0,Semi-Furnished,47.0,80000.0,46.95
4 BHK Villa for Rent in Channasandra Bangalore,Channasandra,Bengaluru,3000.0,4,4,2,Semi-Furnished,22.0,65000.0,21.67
"1 BHK Flat for Rent in Channasandra Main Road, Bangalore",Channasandra Main Road,Bengaluru,430.0,1,1,0,Semi-Furnished,23.0,10000.0,23.26
"2 BHK House for Rent in Chennammana Kere, Banashankari Stage 3 Bangalore",Chennammana Kere,Bengaluru,2400.0,2,2,0,Semi-Furnished,10.0,25000.0,10.42
2 BHK House for Rent in Chikkabanavara Bangalore,Chikkabanavara,Bengaluru,400.0,2,1,0,Unfurnished,19.0,7500.0,18.75
"2 BHK Flat for Rent in Chikkabanavara, Bangalore",Chikkabanavara,Bengaluru,1169.0,2,2,0,Unfurnished,17.0,20000.0,17.11
"2 BHK Flat for Rent in Chikkabanavara, Bangalore",Chikkabanavara,Bengaluru,970.0,2,2,0,Unfurnished,26.0,25000.0,25.77
4 BHK House for Rent in Chikkabellandur Bangalore,Chikkabellandur,Bengaluru,2400.0,4,4,2,Semi-Furnished,21.0,50000.0,20.83
2 BHK House for Rent in Chikkabidarakallu Bangalore,Chikkabidarakallu,Bengaluru,740.0,2,2,0,Unfurnished,11.0,8000.0,10.81
4 BHK Villa for Rent in Chikkagubbi Village Bangalore,Chikkagubbi Village,Bengaluru,3695.0,4,4,3,Semi-Furnished,51.0,190000.0,51.42
"1 BHK Flat for Rent in Chikkajala, Bangalore-Hyderabad Hwy, Bangalore",Chikkajala,Bengaluru,600.0,1,1,0,Semi-Furnished,25.0,15000.0,25.0
"2 BHK Flat for Rent in Chikkakannalli, Bangalore",Chikkakannalli,Bengaluru,1100.0,2,2,0,Furnished,55.0,60000.0,54.55
"2 BHK Flat for Rent in Chikkalasandra, Bangalore",Chikkalasandra,Bengaluru,1090.0,2,2,2,Unfurnished,20.0,22000.0,20.18
"2 BHK Flat for Rent in Chikkanna Layout, Bangalore",Chikkanna Layout,Bengaluru,1359.0,2,2,2,Semi-Furnished,35.0,47000.0,34.58
"2 BHK House for Rent in Chikku Lakshmaiah Layout, Adugodi Bangalore",Chikku Lakshmaiah Layout,Bengaluru,700.0,2,2,0,Semi-Furnished,29.0,20000.0,28.57
1 BHK House for Rent in Chinnapanna Halli Bangalore,Chinnapanna Halli,Bengaluru,250.0,1,1,0,Semi-Furnished,44.0,11000.0,44.0
"1 BHK Flat for Rent in Chinnapanna Halli, Bangalore",Chinnapanna Halli,Bengaluru,500.0,1,1,0,Semi-Furnished,32.0,16000.0,32.0
"3 BHK Flat for Rent in Chokkanahalli, Thanisandra Main Road, Bangalore",Chokkanahalli,Bengaluru,1470.0,3,3,2,Semi-Furnished,14.0,20000.0,13.61
"1 BHK Flat for Rent in Choodasandra, Bangalore",Choodasandra,Bengaluru,400.0,1,1,0,Unfurnished,25.0,10000.0,25.0
2 BHK House for Rent in Choodasandra Bangalore,Choodasandra,Bengaluru,950.0,2,2,0,Semi-Furnished,17.0,16000.0,16.84
"2 BHK Flat for Rent in Choodasandra, Bangalore",Choodasandra,Bengaluru,1200.0,2,2,2,Semi-Furnished,29.0,35000.0,29.17
"2 BHK Flat for Rent in Choodasandra, Bangalore",Choodasandra,Bengaluru,1080.0,2,2,0,Semi-Furnished,35.0,38000.0,35.19
"2 BHK Flat for Rent in Chowdeshwari Layout Marathahalli Village, Bangalore",Chowdeshwari Layout Marathahalli Village,Bengaluru,1010.0,2,2,0,Semi-Furnished,27.0,26895.0,26.63
5 BHK House for Rent in Chunchanaguppe Bangalore,Chunchanakuppe,Bengaluru,3190.0,5,5,3,Unfurnished,11.0,35000.0,10.97
"3 BHK Flat for Rent in Cleveland Town, Frazer Town, Bangalore",Cleveland Town,Bengaluru,2865.0,3,3,3,Semi-Furnished,44.0,130000.0,45.38
"3 BHK Flat for Rent in Cleveland Town, Frazer Town, Bangalore",Cleveland Town,Bengaluru,2750.0,3,4,3,Semi-Furnished,45.0,130000.0,47.27
2 BHK House for Rent in Coffee Board Layout Bangalore,Coffee Board Layout,Bengaluru,1100.0,2,2,2,Semi-Furnished,13.0,14000.0,12.73
"2 BHK Flat for Rent in Cooke Town, Cooke Town, Bangalore",Cooke Town,Bengaluru,1000.0,2,2,0,Semi-Furnished,43.0,42500.0,42.5
